SRR13612837	SRR13612838	SRR13612840	SRR13612903	SRR13612904	SRR13612905	SRR13612906
ASV.789	4	0	0	0	0	0	0
ASV.790	4	0	0	0	0	0	0
ASV.791	4	0	0	0	0	0	0
ASV.792	4	0	0	0	0	0	0
ASV.793	4	0	0	0	0	0	0
ASV.794	4	0	0	0	0	0	0
ASV.795	4	0	0	0	0	0	0
ASV.796	4	0	0	0	0	0	0
ASV.797	4	0	0	0	0	0	0
ASV.798	4	0	0	0	0	0	0
ASV.799	4	0	0	0	0	0	0
ASV.800	4	0	0	0	0	0	0
ASV.801	4	0	0	0	0	0	0
ASV.802	4	0	0	0	0	0	0
ASV.803	4	0	0	0	0	0	0
ASV.804	4	0	0	0	0	0	0
ASV.805	4	0	0	0	0	0	0
ASV.808	4	0	0	0	0	0	0
ASV.809	4	0	0	0	0	0	0
ASV.810	4	0	0	0	0	0	0
ASV.811	0	4	0	0	0	0	0
ASV.812	0	4	0	0	0	0	0
ASV.814	0	4	0	0	0	0	0
ASV.815	0	4	0	0	0	0	0
ASV.816	0	4	0	0	0	0	0
ASV.817	0	4	0	0	0	0	0
ASV.818	0	0	4	0	0	0	0
ASV.819	0	0	4	0	0	0	0
ASV.820	0	0	4	0	0	0	0
ASV.821	0	0	4	0	0	0	0
ASV.822	0	0	4	0	0	0	0
ASV.823	0	0	4	0	0	0	0
ASV.824	0	0	4	0	0	0	0
ASV.825	0	0	4	0	0	0	0
ASV.826	0	0	4	0	0	0	0
ASV.827	0	0	4	0	0	0	0
ASV.828	0	0	0	4	0	0	0
ASV.829	0	0	0	4	0	0	0
ASV.830	0	0	0	4	0	0	0
ASV.831	0	0	0	4	0	0	0
ASV.832	0	0	0	4	0	0	0
ASV.833	0	0	0	4	0	0	0
ASV.834	0	0	0	4	0	0	0
ASV.835	0	0	0	4	0	0	0
ASV.836	0	0	0	4	0	0	0
ASV.837	0	0	0	4	0	0	0
ASV.838	0	0	0	4	0	0	0
ASV.839	0	0	0	4	0	0	0
ASV.840	0	0	0	4	0	0	0
ASV.841	0	0	0	4	0	0	0
ASV.842	0	0	0	4	0	0	0
ASV.843	0	0	0	4	0	0	0
ASV.844	0	0	0	4	0	0	0
ASV.846	0	0	0	4	0	0	0
ASV.847	0	0	0	4	0	0	0
ASV.848	0	0	0	4	0	0	0
ASV.849	0	0	0	4	0	0	0
ASV.850	0	0	0	4	0	0	0
ASV.851	0	0	0	4	0	0	0
ASV.853	0	0	0	4	0	0	0
ASV.854	0	0	0	4	0	0	0
ASV.855	0	0	0	4	0	0	0
ASV.856	0	0	0	4	0	0	0
ASV.857	0	0	0	4	0	0	0
ASV.858	0	0	0	4	0	0	0
ASV.859	0	0	0	4	0	0	0
ASV.860	0	0	0	4	0	0	0
ASV.861	0	0	0	4	0	0	0
ASV.862	0	0	0	4	0	0	0
ASV.863	0	0	0	4	0	0	0
ASV.864	0	0	0	4	0	0	0
ASV.865	0	0	0	4	0	0	0
ASV.867	0	0	0	4	0	0	0
ASV.868	0	0	0	4	0	0	0
ASV.869	0	0	0	4	0	0	0
ASV.870	0	0	0	4	0	0	0
ASV.872	0	0	0	4	0	0	0
ASV.873	0	0	0	4	0	0	0
ASV.874	0	0	0	4	0	0	0
ASV.876	0	0	0	4	0	0	0
ASV.877	0	0	0	0	4	0	0
ASV.881	0	0	0	0	4	0	0
ASV.882	0	0	0	0	4	0	0
ASV.883	0	0	0	0	4	0	0
ASV.884	0	0	0	0	4	0	0
ASV.885	0	0	0	0	4	0	0
ASV.889	0	0	0	0	4	0	0
ASV.890	0	0	0	0	4	0	0
ASV.891	0	0	0	0	4	0	0
ASV.892	0	0	0	0	4	0	0
ASV.893	0	0	0	0	4	0	0
ASV.894	0	0	0	0	0	4	0
ASV.895	0	0	0	0	0	4	0
ASV.896	0	0	0	0	0	4	0
ASV.897	0	0	0	0	0	4	0
ASV.898	0	0	0	0	0	4	0
ASV.899	0	0	0	0	0	4	0
ASV.900	0	0	0	0	0	4	0
ASV.901	0	0	0	0	0	4	0
ASV.902	0	0	0	0	0	4	0
ASV.903	0	0	0	0	0	4	0
ASV.904	0	0	0	0	0	4	0
ASV.905	0	0	0	0	0	4	0
ASV.906	0	0	0	0	0	4	0
ASV.907	0	0	0	0	0	4	0
ASV.908	0	0	0	0	0	4	0
ASV.909	0	0	0	0	0	4	0
ASV.910	0	0	0	0	0	4	0
ASV.911	0	0	0	0	0	4	0
ASV.913	0	0	0	0	0	2	2
ASV.914	0	0	0	0	0	4	0
ASV.915	0	0	0	0	0	0	4
ASV.916	0	0	0	0	0	0	4
ASV.917	0	0	0	0	0	0	4
ASV.918	0	0	0	0	0	0	4
ASV.919	0	0	0	0	0	0	4
ASV.920	0	0	0	0	0	0	4
ASV.922	0	0	0	0	0	0	4
ASV.923	0	0	0	0	0	0	4
ASV.925	0	0	0	0	0	0	4
ASV.926	0	0	0	0	0	0	4
ASV.927	0	0	0	0	0	0	4
ASV.928	0	0	0	0	0	0	4
ASV.929	0	0	0	0	0	0	4
ASV.930	0	0	0	0	0	0	4
ASV.931	0	0	0	0	0	0	4
ASV.932	0	0	0	0	0	0	4
ASV.934	0	0	0	0	0	0	4
ASV.935	0	0	0	0	0	0	4
ASV.936	0	0	0	0	0	0	4
ASV.937	0	0	0	0	0	0	4
ASV.938	0	0	0	0	0	0	4
ASV.939	0	0	0	0	0	0	4
ASV.940	0	0	0	0	0	0	4
ASV.941	0	0	0	0	0	0	4
ASV.942	0	0	0	0	0	0	4
ASV.943	0	0	0	0	0	0	4
ASV.945	0	0	0	0	0	0	4
ASV.946	0	0	0	0	0	0	4
ASV.947	0	0	0	0	0	0	4
ASV.948	0	0	0	0	0	0	4
ASV.949	0	0	0	0	0	0	4
ASV.950	0	0	0	0	0	0	4
ASV.951	0	0	0	0	0	0	4
ASV.952	3	0	0	0	0	0	0
ASV.953	3	0	0	0	0	0	0
ASV.954	3	0	0	0	0	0	0
ASV.955	3	0	0	0	0	0	0
ASV.956	3	0	0	0	0	0	0
ASV.957	3	0	0	0	0	0	0
ASV.958	3	0	0	0	0	0	0
ASV.959	3	0	0	0	0	0	0
ASV.960	3	0	0	0	0	0	0
ASV.961	3	0	0	0	0	0	0
ASV.962	3	0	0	0	0	0	0
ASV.963	3	0	0	0	0	0	0
ASV.964	3	0	0	0	0	0	0
ASV.965	3	0	0	0	0	0	0
ASV.967	3	0	0	0	0	0	0
ASV.968	3	0	0	0	0	0	0
ASV.969	3	0	0	0	0	0	0
ASV.970	3	0	0	0	0	0	0
ASV.971	3	0	0	0	0	0	0
ASV.972	3	0	0	0	0	0	0
ASV.973	3	0	0	0	0	0	0
ASV.974	3	0	0	0	0	0	0
ASV.975	3	0	0	0	0	0	0
ASV.976	3	0	0	0	0	0	0
ASV.977	3	0	0	0	0	0	0
ASV.978	3	0	0	0	0	0	0
ASV.979	3	0	0	0	0	0	0
ASV.980	3	0	0	0	0	0	0
ASV.981	3	0	0	0	0	0	0
ASV.982	3	0	0	0	0	0	0
ASV.983	3	0	0	0	0	0	0
ASV.984	3	0	0	0	0	0	0
ASV.985	3	0	0	0	0	0	0
ASV.986	3	0	0	0	0	0	0
ASV.987	3	0	0	0	0	0	0
ASV.988	3	0	0	0	0	0	0
ASV.989	0	3	0	0	0	0	0
ASV.991	0	3	0	0	0	0	0
ASV.992	0	3	0	0	0	0	0
ASV.993	0	3	0	0	0	0	0
ASV.994	0	3	0	0	0	0	0
ASV.995	0	3	0	0	0	0	0
ASV.996	0	3	0	0	0	0	0
ASV.997	0	3	0	0	0	0	0
ASV.998	0	3	0	0	0	0	0
ASV.999	0	3	0	0	0	0	0
ASV.1000	0	3	0	0	0	0	0
ASV.1001	0	3	0	0	0	0	0
ASV.1004	0	0	3	0	0	0	0
ASV.1005	0	0	3	0	0	0	0
ASV.1006	0	0	3	0	0	0	0
ASV.1007	0	0	3	0	0	0	0
ASV.1008	0	0	3	0	0	0	0
ASV.1009	0	0	3	0	0	0	0
ASV.1010	0	0	3	0	0	0	0
ASV.1011	0	0	3	0	0	0	0
ASV.1012	0	0	3	0	0	0	0
ASV.1013	0	0	3	0	0	0	0
ASV.1014	0	0	0	3	0	0	0
ASV.1015	0	0	0	3	0	0	0
ASV.1016	0	0	0	3	0	0	0
ASV.1017	0	0	0	3	0	0	0
ASV.1018	0	0	0	3	0	0	0
ASV.1019	0	0	0	3	0	0	0
ASV.1021	0	0	0	3	0	0	0
ASV.1022	0	0	0	3	0	0	0
ASV.1023	0	0	0	3	0	0	0
ASV.1024	0	0	0	3	0	0	0
ASV.1025	0	0	0	3	0	0	0
ASV.1026	0	0	0	3	0	0	0
ASV.1027	0	0	0	3	0	0	0
ASV.1028	0	0	0	3	0	0	0
ASV.1029	0	0	0	3	0	0	0
ASV.1030	0	0	0	3	0	0	0
ASV.1031	0	0	0	3	0	0	0
ASV.1032	0	0	0	3	0	0	0
ASV.1033	0	0	0	3	0	0	0
ASV.1034	0	0	0	3	0	0	0
ASV.1035	0	0	0	3	0	0	0
ASV.1036	0	0	0	3	0	0	0
ASV.1037	0	0	0	3	0	0	0
ASV.1038	0	0	0	3	0	0	0
ASV.1039	0	0	0	3	0	0	0
ASV.1041	0	0	0	3	0	0	0
ASV.1042	0	0	0	3	0	0	0
ASV.1043	0	0	0	3	0	0	0
ASV.1045	0	0	0	3	0	0	0
ASV.1046	0	0	0	3	0	0	0
ASV.1047	0	0	0	3	0	0	0
ASV.1048	0	0	0	3	0	0	0
ASV.1049	0	0	0	3	0	0	0
ASV.1050	0	0	0	3	0	0	0
ASV.1051	0	0	0	3	0	0	0
ASV.1052	0	0	0	3	0	0	0
ASV.1053	0	0	0	3	0	0	0
ASV.1054	0	0	0	3	0	0	0
ASV.1055	0	0	0	0	3	0	0
ASV.1056	0	0	0	0	3	0	0
ASV.1057	0	0	0	0	3	0	0
ASV.1060	0	0	0	0	3	0	0
ASV.1061	0	0	0	0	3	0	0
ASV.1062	0	0	0	0	3	0	0
ASV.1063	0	0	0	0	3	0	0
ASV.1065	0	0	0	0	3	0	0
ASV.1066	0	0	0	0	3	0	0
ASV.1067	0	0	0	0	3	0	0
ASV.1069	0	0	0	0	3	0	0
ASV.1071	0	0	0	0	3	0	0
ASV.1072	0	0	0	0	3	0	0
ASV.1073	0	0	0	0	3	0	0
ASV.1074	0	0	0	0	0	3	0
ASV.1075	0	0	0	0	0	3	0
ASV.1076	0	0	0	0	0	3	0
ASV.1077	0	0	0	0	0	3	0
ASV.1078	0	0	0	0	0	3	0
ASV.1079	0	0	0	0	0	3	0
ASV.1081	0	0	0	0	0	3	0
ASV.1082	0	0	0	0	0	3	0
ASV.1083	0	0	0	0	0	3	0
ASV.1084	0	0	0	0	0	3	0
ASV.1085	0	0	0	0	0	3	0
ASV.1086	0	0	0	0	0	3	0
ASV.1087	0	0	0	0	0	3	0
ASV.1088	0	0	0	0	0	3	0
ASV.1089	0	0	0	0	0	3	0
ASV.1090	0	0	0	0	0	3	0
ASV.1091	0	0	0	0	0	3	0
ASV.1092	0	0	0	0	0	3	0
ASV.1093	0	0	0	0	0	3	0
ASV.1095	0	0	0	0	0	3	0
ASV.1096	0	0	0	0	0	3	0
ASV.1097	0	0	0	0	0	3	0
ASV.1098	0	0	0	0	0	3	0
ASV.1099	0	0	0	0	0	3	0
ASV.1100	0	0	0	0	0	3	0
ASV.1101	0	0	0	0	0	3	0
ASV.1102	0	0	0	0	0	3	0
ASV.1103	0	0	0	0	0	3	0
ASV.1104	0	0	0	0	0	0	3
ASV.1105	0	0	0	0	0	0	3
ASV.1106	0	0	0	0	0	0	3
ASV.1107	0	0	0	0	0	0	3
ASV.1108	0	0	0	0	0	0	3
ASV.1109	0	0	0	0	0	0	3
ASV.1110	0	0	0	0	0	0	3
ASV.1111	0	0	0	0	0	0	3
ASV.1112	0	0	0	0	0	0	3
ASV.1113	0	0	0	0	0	0	3
ASV.1114	0	0	0	0	0	0	3
ASV.1115	0	0	0	0	0	0	3
ASV.1116	0	0	0	0	0	0	3
ASV.1117	0	0	0	0	0	0	3
ASV.1118	0	0	0	0	0	0	3
ASV.1119	0	0	0	0	0	0	3
ASV.1120	0	0	0	0	0	0	3
ASV.1123	0	0	0	0	0	0	3
ASV.1124	0	0	0	0	0	0	3
ASV.1125	0	0	0	0	0	0	3
ASV.1126	0	0	0	0	0	0	3
ASV.1127	0	0	0	0	0	0	3
ASV.1128	0	0	0	0	0	0	3
ASV.1129	0	0	0	0	0	0	3
ASV.1130	0	0	0	0	0	0	3
ASV.1131	0	0	0	0	0	0	3
ASV.1132	0	0	0	0	0	0	3
ASV.1134	0	0	0	0	0	0	3
ASV.1135	0	0	0	0	0	0	3
ASV.1136	0	0	0	0	0	0	3
ASV.1137	0	0	0	0	0	0	3
ASV.1139	0	0	0	0	0	0	3
ASV.1140	0	0	0	0	0	0	3
ASV.1141	0	0	0	0	0	0	3
ASV.1142	0	0	0	0	0	0	3
ASV.1143	0	0	0	0	0	0	3
ASV.1144	0	0	0	0	0	0	3
ASV.1145	0	0	0	0	0	0	3
ASV.1146	0	0	0	0	0	0	3
ASV.1147	0	0	0	0	0	0	3
ASV.1148	0	0	0	0	0	0	3
ASV.1149	0	0	0	0	0	0	3
ASV.1150	0	0	0	0	0	0	3
ASV.1151	0	0	0	0	0	0	3
ASV.1152	2	0	0	0	0	0	0
ASV.1153	2	0	0	0	0	0	0
ASV.1154	2	0	0	0	0	0	0
ASV.1155	2	0	0	0	0	0	0
ASV.1156	2	0	0	0	0	0	0
ASV.1157	2	0	0	0	0	0	0
ASV.1158	2	0	0	0	0	0	0
ASV.1159	2	0	0	0	0	0	0
ASV.1160	2	0	0	0	0	0	0
ASV.1161	2	0	0	0	0	0	0
ASV.1162	2	0	0	0	0	0	0
ASV.1163	2	0	0	0	0	0	0
ASV.1164	2	0	0	0	0	0	0
ASV.1165	2	0	0	0	0	0	0
ASV.1166	2	0	0	0	0	0	0
ASV.1167	2	0	0	0	0	0	0
ASV.1168	2	0	0	0	0	0	0
ASV.1169	2	0	0	0	0	0	0
ASV.1170	2	0	0	0	0	0	0
ASV.1171	2	0	0	0	0	0	0
ASV.1172	2	0	0	0	0	0	0
ASV.1173	2	0	0	0	0	0	0
ASV.1174	2	0	0	0	0	0	0
ASV.1175	2	0	0	0	0	0	0
ASV.1176	2	0	0	0	0	0	0
ASV.1177	2	0	0	0	0	0	0
ASV.1178	2	0	0	0	0	0	0
ASV.1179	2	0	0	0	0	0	0
ASV.1180	2	0	0	0	0	0	0
ASV.1181	2	0	0	0	0	0	0
ASV.1182	2	0	0	0	0	0	0
ASV.1183	2	0	0	0	0	0	0
ASV.1184	2	0	0	0	0	0	0
ASV.1185	2	0	0	0	0	0	0
ASV.1186	0	2	0	0	0	0	0
ASV.1187	0	2	0	0	0	0	0
ASV.1188	0	2	0	0	0	0	0
ASV.1189	0	2	0	0	0	0	0
ASV.1190	0	2	0	0	0	0	0
ASV.1191	0	2	0	0	0	0	0
ASV.1192	0	2	0	0	0	0	0
ASV.1193	0	2	0	0	0	0	0
ASV.1194	0	2	0	0	0	0	0
ASV.1195	0	2	0	0	0	0	0
ASV.1196	0	2	0	0	0	0	0
ASV.1197	0	2	0	0	0	0	0
ASV.1198	0	2	0	0	0	0	0
ASV.1199	0	2	0	0	0	0	0
ASV.1200	0	2	0	0	0	0	0
ASV.1201	0	2	0	0	0	0	0
ASV.1202	0	2	0	0	0	0	0
ASV.1203	0	2	0	0	0	0	0
ASV.1204	0	2	0	0	0	0	0
ASV.1205	0	2	0	0	0	0	0
ASV.1206	0	2	0	0	0	0	0
ASV.1207	0	2	0	0	0	0	0
ASV.1208	0	2	0	0	0	0	0
ASV.1209	0	0	2	0	0	0	0
ASV.1210	0	0	2	0	0	0	0
ASV.1211	0	0	2	0	0	0	0
ASV.1212	0	0	2	0	0	0	0
ASV.1213	0	0	2	0	0	0	0
ASV.1214	0	0	2	0	0	0	0
ASV.1215	0	0	2	0	0	0	0
ASV.1216	0	0	2	0	0	0	0
ASV.1217	0	0	2	0	0	0	0
ASV.1218	0	0	2	0	0	0	0
ASV.1219	0	0	2	0	0	0	0
ASV.1220	0	0	2	0	0	0	0
ASV.1221	0	0	2	0	0	0	0
ASV.1222	0	0	2	0	0	0	0
ASV.1223	0	0	2	0	0	0	0
ASV.1224	0	0	2	0	0	0	0
ASV.1225	0	0	2	0	0	0	0
ASV.1226	0	0	2	0	0	0	0
ASV.1227	0	0	2	0	0	0	0
ASV.1228	0	0	2	0	0	0	0
ASV.1230	0	0	2	0	0	0	0
ASV.1231	0	0	2	0	0	0	0
ASV.1232	0	0	0	2	0	0	0
ASV.1233	0	0	0	2	0	0	0
ASV.1234	0	0	0	2	0	0	0
ASV.1235	0	0	0	2	0	0	0
ASV.1236	0	0	0	2	0	0	0
ASV.1237	0	0	0	2	0	0	0
ASV.1238	0	0	0	2	0	0	0
ASV.1239	0	0	0	2	0	0	0
ASV.1240	0	0	0	2	0	0	0
ASV.1241	0	0	0	2	0	0	0
ASV.1242	0	0	0	2	0	0	0
ASV.1243	0	0	0	2	0	0	0
ASV.1244	0	0	0	2	0	0	0
ASV.1245	0	0	0	2	0	0	0
ASV.1246	0	0	0	2	0	0	0
ASV.1247	0	0	0	2	0	0	0
ASV.1248	0	0	0	2	0	0	0
ASV.1249	0	0	0	2	0	0	0
ASV.1250	0	0	0	2	0	0	0
ASV.1251	0	0	0	2	0	0	0
ASV.1252	0	0	0	2	0	0	0
ASV.1253	0	0	0	2	0	0	0
ASV.1254	0	0	0	2	0	0	0
ASV.1255	0	0	0	2	0	0	0
ASV.1256	0	0	0	2	0	0	0
ASV.1257	0	0	0	2	0	0	0
ASV.1258	0	0	0	2	0	0	0
ASV.1259	0	0	0	2	0	0	0
ASV.1260	0	0	0	2	0	0	0
ASV.1261	0	0	0	0	2	0	0
ASV.1262	0	0	0	0	2	0	0
ASV.1263	0	0	0	0	2	0	0
ASV.1264	0	0	0	0	2	0	0
ASV.1265	0	0	0	0	2	0	0
ASV.1266	0	0	0	0	2	0	0
ASV.1267	0	0	0	0	2	0	0
ASV.1268	0	0	0	0	2	0	0
ASV.1269	0	0	0	0	0	2	0
ASV.1270	0	0	0	0	0	2	0
ASV.1271	0	0	0	0	0	2	0
ASV.1272	0	0	0	0	0	2	0
ASV.1273	0	0	0	0	0	2	0
ASV.1274	0	0	0	0	0	2	0
ASV.1275	0	0	0	0	0	2	0
ASV.1276	0	0	0	0	0	2	0
ASV.1277	0	0	0	0	0	2	0
ASV.1278	0	0	0	0	0	2	0
ASV.1279	0	0	0	0	0	2	0
ASV.1280	0	0	0	0	0	2	0
ASV.1281	0	0	0	0	0	2	0
ASV.1282	0	0	0	0	0	2	0
ASV.1283	0	0	0	0	0	2	0
ASV.1284	0	0	0	0	0	2	0
ASV.1285	0	0	0	0	0	2	0
ASV.1286	0	0	0	0	0	2	0
ASV.1287	0	0	0	0	0	2	0
ASV.1288	0	0	0	0	0	2	0
ASV.1289	0	0	0	0	0	2	0
ASV.1290	0	0	0	0	0	2	0
ASV.1291	0	0	0	0	0	2	0
ASV.1292	0	0	0	0	0	2	0
ASV.1293	0	0	0	0	0	2	0
ASV.1294	0	0	0	0	0	2	0
ASV.1295	0	0	0	0	0	2	0
ASV.1296	0	0	0	0	0	2	0
ASV.1297	0	0	0	0	0	2	0
ASV.1299	0	0	0	0	0	2	0
ASV.1300	0	0	0	0	0	2	0
ASV.1301	0	0	0	0	0	2	0
ASV.1302	0	0	0	0	0	2	0
ASV.1303	0	0	0	0	0	2	0
ASV.1304	0	0	0	0	0	2	0
ASV.1305	0	0	0	0	0	2	0
ASV.1306	0	0	0	0	0	2	0
ASV.1307	0	0	0	0	0	2	0
ASV.1308	0	0	0	0	0	2	0
ASV.1309	0	0	0	0	0	2	0
ASV.1310	0	0	0	0	0	2	0
ASV.1311	0	0	0	0	0	2	0
ASV.1312	0	0	0	0	0	2	0
ASV.1313	0	0	0	0	0	2	0
ASV.1314	0	0	0	0	0	2	0
ASV.1315	0	0	0	0	0	2	0
ASV.1316	0	0	0	0	0	2	0
ASV.1317	0	0	0	0	0	0	2
ASV.1318	0	0	0	0	0	0	2
ASV.1319	0	0	0	0	0	0	2
ASV.1320	0	0	0	0	0	0	2
ASV.1321	0	0	0	0	0	0	2
ASV.1322	0	0	0	0	0	0	2
ASV.1323	0	0	0	0	0	0	2
ASV.1324	0	0	0	0	0	0	2
ASV.1325	0	0	0	0	0	0	2
ASV.1326	0	0	0	0	0	0	2
ASV.1327	0	0	0	0	0	0	2
ASV.1328	0	0	0	0	0	0	2
ASV.1329	0	0	0	0	0	0	2
ASV.1330	0	0	0	0	0	0	2
ASV.1331	0	0	0	0	0	0	2
ASV.1332	0	0	0	0	0	0	2
ASV.1333	0	0	0	0	0	0	2
ASV.1334	0	0	0	0	0	0	2
ASV.1335	0	0	0	0	0	0	2
ASV.1336	0	0	0	0	0	0	2
ASV.1337	0	0	0	0	0	0	2
ASV.1338	0	0	0	0	0	0	2
ASV.1339	0	0	0	0	0	0	2
ASV.1340	0	0	0	0	0	0	2
ASV.1341	0	0	0	0	0	0	2
ASV.1342	0	0	0	0	0	0	2
ASV.1343	0	0	0	0	0	0	2
ASV.1344	0	0	0	0	0	0	2
ASV.1345	0	0	0	0	0	0	2
ASV.1346	0	0	0	0	0	0	2
ASV.1347	0	0	0	0	0	0	2
ASV.1348	0	0	0	0	0	0	2
ASV.1349	0	0	0	0	0	0	2
ASV.1350	0	0	0	0	0	0	2
ASV.1351	0	0	0	0	0	0	2
ASV.1352	0	0	0	0	0	0	2
ASV.1353	0	0	0	0	0	0	2
ASV.1354	0	0	0	0	0	0	2
ASV.1355	0	0	0	0	0	0	2
ASV.1356	0	0	0	0	0	0	2
ASV.1357	0	0	0	0	0	0	2
ASV.1358	0	0	0	0	0	0	2
ASV.1359	0	0	0	0	0	0	2
ASV.1360	0	0	0	0	0	0	2
ASV.1361	0	0	0	0	0	0	2
ASV.1362	0	0	0	0	0	0	2
ASV.1363	0	0	0	0	0	0	2
ASV.1364	0	0	0	0	0	0	2
ASV.1365	0	0	0	0	0	0	2
ASV.1366	0	0	0	0	0	0	2
