SRR13612846	SRR13612847	SRR13612848
ASV.573	0	0	3
ASV.574	0	0	3
ASV.575	0	0	3
ASV.576	0	0	3
ASV.577	0	0	3
ASV.578	0	0	3
ASV.579	0	0	3
ASV.580	0	0	3
ASV.581	0	0	3
ASV.582	0	0	3
ASV.583	0	0	3
ASV.584	0	0	3
ASV.585	0	0	3
ASV.586	0	0	3
ASV.587	0	0	3
ASV.588	0	0	3
ASV.590	0	0	3
ASV.591	0	0	3
ASV.592	0	0	3
ASV.593	0	0	3
ASV.594	0	0	3
ASV.595	0	0	3
ASV.596	0	0	3
ASV.597	0	0	3
ASV.598	0	0	3
ASV.599	0	0	3
ASV.600	0	0	3
ASV.601	0	0	3
ASV.602	0	0	3
ASV.603	0	0	3
ASV.604	0	0	3
ASV.605	0	0	3
ASV.606	0	0	3
ASV.607	0	0	3
ASV.608	0	0	3
ASV.609	0	0	3
ASV.610	0	0	3
ASV.611	0	0	3
ASV.612	0	0	3
ASV.613	0	0	3
ASV.614	0	0	3
ASV.615	0	0	3
ASV.616	0	0	3
ASV.617	0	0	3
ASV.618	2	0	0
ASV.619	2	0	0
ASV.620	2	0	0
ASV.621	2	0	0
ASV.622	2	0	0
ASV.623	2	0	0
ASV.624	2	0	0
ASV.625	2	0	0
ASV.626	2	0	0
ASV.627	2	0	0
ASV.628	2	0	0
ASV.629	2	0	0
ASV.630	2	0	0
ASV.631	2	0	0
ASV.632	2	0	0
ASV.633	2	0	0
ASV.634	2	0	0
ASV.635	2	0	0
ASV.636	2	0	0
ASV.637	2	0	0
ASV.638	2	0	0
ASV.639	2	0	0
ASV.640	0	2	0
ASV.641	0	2	0
ASV.642	0	2	0
ASV.643	0	2	0
ASV.644	0	2	0
ASV.645	0	2	0
ASV.646	0	2	0
ASV.647	0	2	0
ASV.648	0	2	0
ASV.649	0	2	0
ASV.650	0	2	0
ASV.651	0	2	0
ASV.652	0	2	0
ASV.653	0	2	0
ASV.654	0	2	0
ASV.655	0	2	0
ASV.656	0	2	0
ASV.657	0	2	0
ASV.658	0	2	0
ASV.659	0	2	0
ASV.660	0	2	0
ASV.661	0	2	0
ASV.662	0	2	0
ASV.663	0	2	0
ASV.664	0	2	0
ASV.665	0	2	0
ASV.666	0	2	0
ASV.667	0	2	0
ASV.668	0	2	0
ASV.669	0	2	0
ASV.670	0	2	0
ASV.671	0	2	0
ASV.672	0	2	0
ASV.673	0	2	0
ASV.674	0	2	0
ASV.675	0	2	0
ASV.676	0	2	0
ASV.677	0	2	0
ASV.678	0	2	0
ASV.679	0	2	0
ASV.680	0	2	0
ASV.681	0	2	0
ASV.682	0	2	0
ASV.683	0	2	0
ASV.684	0	2	0
ASV.685	0	2	0
ASV.686	0	2	0
ASV.687	0	2	0
ASV.688	0	2	0
ASV.689	0	2	0
ASV.690	0	2	0
ASV.691	0	2	0
ASV.692	0	2	0
ASV.693	0	2	0
ASV.694	0	2	0
ASV.695	0	2	0
ASV.696	0	2	0
ASV.697	0	2	0
ASV.698	0	2	0
ASV.699	0	2	0
ASV.700	0	2	0
ASV.701	0	0	2
ASV.702	0	0	2
ASV.703	0	0	2
ASV.704	0	0	2
ASV.705	0	0	2
ASV.706	0	0	2
ASV.707	0	0	2
ASV.708	0	0	2
ASV.709	0	0	2
ASV.710	0	0	2
ASV.711	0	0	2
ASV.712	0	0	2
ASV.713	0	0	2
ASV.714	0	0	2
ASV.715	0	0	2
ASV.716	0	0	2
ASV.717	0	0	2
ASV.718	0	0	2
ASV.719	0	0	2
ASV.720	0	0	2
ASV.721	0	0	2
ASV.722	0	0	2
ASV.723	0	0	2
ASV.724	0	0	2
ASV.725	0	0	2
ASV.726	0	0	2
ASV.727	0	0	2
ASV.728	0	0	2
ASV.729	0	0	2
ASV.730	0	0	2
ASV.731	0	0	2
ASV.732	0	0	2
ASV.733	0	0	2
ASV.734	0	0	2
ASV.735	0	0	2
ASV.736	0	0	2
ASV.737	0	0	2
ASV.738	0	0	2
ASV.739	0	0	2
ASV.740	0	0	2
ASV.741	0	0	2
ASV.742	0	0	2
ASV.743	0	0	2
ASV.744	0	0	2
ASV.745	0	0	2
ASV.746	0	0	2
ASV.747	0	0	2
ASV.748	0	0	2
ASV.749	0	0	2
ASV.750	0	0	2
ASV.751	0	0	2
ASV.752	0	0	2
ASV.753	0	0	2
ASV.754	0	0	2
ASV.755	0	0	2
ASV.756	0	0	2
ASV.757	0	0	2
ASV.758	0	0	2
ASV.759	0	0	2
ASV.760	0	0	2
ASV.761	0	0	2
ASV.762	0	0	2
ASV.763	0	0	2
ASV.764	0	0	2
