DRR205311	DRR205312	DRR205313	DRR205314	DRR205315	DRR205316	DRR205317	DRR205318	DRR205319	DRR205320	DRR205321	DRR205322	DRR205323	DRR205324
ASV.543	0	0	0	0	0	0	0	16	0	0	0	0	0	0
ASV.544	0	0	0	0	0	0	0	16	0	0	0	0	0	0
ASV.546	0	0	0	0	0	0	0	5	0	0	0	0	5	6
ASV.547	0	0	0	0	0	0	0	16	0	0	0	0	0	0
ASV.548	0	0	0	0	0	0	0	16	0	0	0	0	0	0
ASV.550	0	0	0	0	0	0	0	0	16	0	0	0	0	0
ASV.551	0	0	0	0	0	0	0	0	0	16	0	0	0	0
ASV.555	0	0	0	0	0	0	0	0	0	0	0	0	16	0
ASV.556	0	0	0	0	0	0	0	0	0	0	0	0	16	0
ASV.557	0	0	0	0	0	0	0	0	0	0	0	0	16	0
ASV.558	0	0	0	0	0	0	0	0	0	0	0	0	0	16
ASV.559	0	0	0	0	0	0	0	0	0	0	0	0	0	16
ASV.560	0	0	0	0	0	0	0	0	0	0	0	0	0	16
ASV.561	0	0	0	0	0	0	0	0	0	0	0	0	0	16
ASV.562	15	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.566	0	0	0	0	15	0	0	0	0	0	0	0	0	0
ASV.567	0	0	0	0	15	0	0	0	0	0	0	0	0	0
ASV.568	0	0	0	0	15	0	0	0	0	0	0	0	0	0
ASV.570	0	0	0	0	15	0	0	0	0	0	0	0	0	0
ASV.572	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ASV.573	0	0	0	0	0	0	0	9	0	0	0	0	0	6
ASV.574	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ASV.576	0	0	0	0	0	0	0	4	0	0	0	0	0	11
ASV.577	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ASV.581	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ASV.582	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ASV.583	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ASV.584	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ASV.585	0	0	0	0	0	0	0	0	15	0	0	0	0	0
ASV.586	0	0	0	0	0	0	0	0	15	0	0	0	0	0
ASV.587	0	0	0	0	0	0	0	0	15	0	0	0	0	0
ASV.588	0	0	0	0	0	0	0	0	9	6	0	0	0	0
ASV.589	0	0	0	0	0	0	0	0	7	2	0	0	0	6
ASV.590	0	0	0	0	0	0	0	0	7	0	0	0	0	8
ASV.592	0	0	0	0	0	0	0	0	3	0	0	0	3	9
ASV.594	0	0	0	0	0	0	0	0	0	4	0	0	0	11
ASV.595	0	0	0	0	0	0	0	0	0	15	0	0	0	0
ASV.596	0	0	0	0	0	0	0	0	0	8	0	0	7	0
ASV.597	0	0	0	0	0	0	0	0	0	15	0	0	0	0
ASV.598	0	0	0	0	0	0	0	0	0	0	0	0	15	0
ASV.599	0	0	0	0	0	0	0	0	0	0	0	0	0	15
ASV.600	0	0	0	0	0	0	0	0	0	0	0	0	0	15
ASV.601	0	0	0	0	0	0	0	0	0	0	0	0	0	15
ASV.603	14	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.605	0	0	0	0	14	0	0	0	0	0	0	0	0	0
ASV.607	0	0	0	0	14	0	0	0	0	0	0	0	0	0
ASV.608	0	0	0	0	14	0	0	0	0	0	0	0	0	0
ASV.609	0	0	0	0	7	0	0	7	0	0	0	0	0	0
ASV.610	0	0	0	0	10	0	0	0	0	0	0	0	0	4
ASV.612	0	0	0	0	14	0	0	0	0	0	0	0	0	0
ASV.613	0	0	0	0	14	0	0	0	0	0	0	0	0	0
ASV.614	0	0	0	0	14	0	0	0	0	0	0	0	0	0
ASV.616	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASV.617	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASV.618	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASV.619	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASV.620	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASV.621	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASV.622	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASV.623	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASV.625	0	0	0	0	0	0	0	0	14	0	0	0	0	0
ASV.626	0	0	0	0	0	0	0	0	14	0	0	0	0	0
ASV.627	0	0	0	0	0	0	0	0	7	0	0	0	0	7
ASV.628	0	0	0	0	0	0	0	0	5	0	0	0	9	0
ASV.630	0	0	0	0	0	0	0	0	0	14	0	0	0	0
ASV.631	0	0	0	0	0	0	0	0	0	14	0	0	0	0
ASV.632	0	0	0	0	0	0	0	0	0	0	0	0	14	0
ASV.633	0	0	0	0	0	0	0	0	0	0	0	0	0	14
ASV.634	0	0	0	0	0	0	0	0	0	0	0	0	0	14
ASV.637	0	0	0	0	0	0	0	0	0	0	0	0	0	14
ASV.638	0	0	0	0	0	0	0	0	0	0	0	0	0	14
ASV.639	0	0	0	0	0	0	0	0	0	0	0	0	0	14
ASV.640	0	0	0	0	0	0	0	0	0	0	0	0	0	14
ASV.642	0	0	0	0	0	0	0	0	0	0	0	0	0	14
ASV.644	13	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.645	0	13	0	0	0	0	0	0	0	0	0	0	0	0
ASV.647	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ASV.649	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ASV.651	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ASV.652	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ASV.654	0	0	0	0	0	0	0	13	0	0	0	0	0	0
ASV.655	0	0	0	0	0	0	0	13	0	0	0	0	0	0
ASV.657	0	0	0	0	0	0	0	13	0	0	0	0	0	0
ASV.658	0	0	0	0	0	0	0	13	0	0	0	0	0	0
ASV.659	0	0	0	0	0	0	0	10	0	0	0	0	3	0
ASV.660	0	0	0	0	0	0	0	13	0	0	0	0	0	0
ASV.662	0	0	0	0	0	0	0	13	0	0	0	0	0	0
ASV.665	0	0	0	0	0	0	0	13	0	0	0	0	0	0
ASV.666	0	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV.667	0	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV.668	0	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV.670	0	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV.674	0	0	0	0	0	0	0	0	0	3	0	0	0	10
ASV.676	0	0	0	0	0	0	0	0	0	0	0	0	2	11
ASV.677	0	0	0	0	0	0	0	0	0	0	0	0	13	0
ASV.679	0	0	0	0	0	0	0	0	0	0	0	0	13	0
ASV.680	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV.681	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV.682	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV.684	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV.685	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV.687	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV.688	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV.689	12	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.690	12	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.693	0	0	12	0	0	0	0	0	0	0	0	0	0	0
ASV.695	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV.696	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV.697	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV.698	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV.699	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV.700	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV.701	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV.702	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV.703	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV.704	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV.705	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV.706	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV.707	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV.708	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV.709	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV.711	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV.712	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV.714	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV.715	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV.716	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV.717	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV.718	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV.719	0	0	0	0	0	0	0	0	10	0	0	2	0	0
ASV.720	0	0	0	0	0	0	0	0	4	0	0	0	0	8
ASV.721	0	0	0	0	0	0	0	0	0	0	0	12	0	0
ASV.722	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ASV.724	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ASV.725	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ASV.726	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ASV.727	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ASV.728	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV.729	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV.730	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV.731	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV.732	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV.734	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV.735	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV.736	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV.737	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV.740	11	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.742	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ASV.743	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ASV.744	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ASV.745	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ASV.746	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ASV.748	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ASV.750	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ASV.751	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ASV.755	0	0	0	0	0	0	11	0	0	0	0	0	0	0
ASV.756	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV.757	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV.758	0	0	0	0	0	0	0	3	0	0	0	0	8	0
ASV.759	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV.760	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV.761	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV.765	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV.767	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV.769	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV.770	0	0	0	0	0	0	0	0	11	0	0	0	0	0
ASV.774	0	0	0	0	0	0	0	0	11	0	0	0	0	0
ASV.775	0	0	0	0	0	0	0	0	11	0	0	0	0	0
ASV.776	0	0	0	0	0	0	0	0	11	0	0	0	0	0
ASV.780	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ASV.781	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ASV.786	0	0	0	0	0	0	0	0	0	0	0	0	11	0
ASV.787	0	0	0	0	0	0	0	0	0	0	0	0	11	0
ASV.789	0	0	0	0	0	0	0	0	0	0	0	0	11	0
ASV.790	0	0	0	0	0	0	0	0	0	0	0	0	11	0
ASV.791	0	0	0	0	0	0	0	0	0	0	0	0	11	0
ASV.796	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV.797	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV.798	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV.800	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV.801	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.806	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ASV.808	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ASV.810	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV.811	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV.812	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV.813	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV.814	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV.815	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV.816	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV.817	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV.818	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV.819	0	0	0	0	0	0	0	5	0	0	0	0	0	5
ASV.822	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV.824	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ASV.825	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ASV.826	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ASV.828	0	0	0	0	0	0	0	0	7	0	0	0	0	3
ASV.832	0	0	0	0	0	0	0	0	0	10	0	0	0	0
ASV.834	0	0	0	0	0	0	0	0	0	10	0	0	0	0
ASV.837	0	0	0	0	0	0	0	0	0	0	0	10	0	0
ASV.838	0	0	0	0	0	0	0	0	0	0	0	4	0	6
ASV.840	0	0	0	0	0	0	0	0	0	0	0	0	10	0
ASV.841	0	0	0	0	0	0	0	0	0	0	0	0	10	0
ASV.842	0	0	0	0	0	0	0	0	0	0	0	0	10	0
ASV.843	0	0	0	0	0	0	0	0	0	0	0	0	10	0
ASV.844	0	0	0	0	0	0	0	0	0	0	0	0	10	0
ASV.847	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV.848	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV.849	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV.850	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV.851	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV.852	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV.854	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV.860	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV.861	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV.868	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.872	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV.873	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV.874	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV.875	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV.876	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV.877	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV.878	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV.879	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV.881	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV.882	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV.883	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV.884	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV.885	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV.886	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV.888	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV.889	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV.890	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV.892	0	0	0	0	0	0	0	0	5	4	0	0	0	0
ASV.896	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ASV.897	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ASV.899	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ASV.901	0	0	0	0	0	0	0	0	0	0	0	9	0	0
ASV.902	0	0	0	0	0	0	0	0	0	0	0	9	0	0
ASV.903	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ASV.906	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ASV.908	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ASV.909	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ASV.911	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV.913	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV.915	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV.916	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV.917	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV.918	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV.919	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV.921	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV.923	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.928	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV.930	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV.934	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV.935	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV.936	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV.939	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV.940	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV.944	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV.945	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV.946	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV.947	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV.948	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV.949	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV.950	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV.951	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV.952	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV.954	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV.958	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV.959	0	0	0	0	0	0	0	0	6	0	0	0	2	0
ASV.960	0	0	0	0	0	0	0	0	6	2	0	0	0	0
ASV.961	0	0	0	0	0	0	0	0	5	3	0	0	0	0
ASV.962	0	0	0	0	0	0	0	0	4	4	0	0	0	0
ASV.965	0	0	0	0	0	0	0	0	0	8	0	0	0	0
ASV.969	0	0	0	0	0	0	0	0	0	8	0	0	0	0
ASV.970	0	0	0	0	0	0	0	0	0	8	0	0	0	0
ASV.971	0	0	0	0	0	0	0	0	0	5	0	0	3	0
ASV.973	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ASV.974	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ASV.975	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ASV.976	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ASV.978	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ASV.979	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ASV.980	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ASV.982	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ASV.983	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ASV.984	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ASV.989	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV.992	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV.993	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV.994	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV.996	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV.999	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV.1000	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV.1001	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV.1002	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV.1005	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1006	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1009	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1016	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ASV.1017	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ASV.1018	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ASV.1019	0	0	0	0	0	0	3	0	0	0	4	0	0	0
ASV.1020	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1021	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1022	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1023	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1024	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1025	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1027	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1029	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1030	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1031	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1032	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1033	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1034	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1035	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV.1036	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV.1045	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.1047	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.1049	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.1051	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.1052	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.1055	0	0	0	0	0	0	0	0	0	0	0	7	0	0
ASV.1059	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV.1060	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV.1061	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV.1062	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV.1068	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV.1069	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV.1073	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV.1074	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV.1076	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1077	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1080	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1083	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1084	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1085	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1086	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1088	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1089	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1090	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1091	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1092	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1095	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1096	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1101	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ASV.1102	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ASV.1106	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV.1107	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV.1109	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.1110	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.1111	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.1114	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.1117	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.1119	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.1121	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.1122	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.1123	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.1125	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.1130	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.1133	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.1135	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.1136	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.1141	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.1143	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.1146	0	0	0	0	0	0	0	0	4	0	0	2	0	0
ASV.1148	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV.1149	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV.1150	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV.1152	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV.1155	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV.1156	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV.1157	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV.1159	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ASV.1160	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ASV.1161	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ASV.1163	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV.1164	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV.1165	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV.1166	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV.1167	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV.1169	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV.1172	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV.1173	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV.1174	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV.1177	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV.1181	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV.1182	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV.1183	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV.1188	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV.1189	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV.1190	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV.1192	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1193	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1199	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV.1201	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV.1202	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV.1204	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV.1206	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV.1207	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV.1208	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV.1212	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV.1214	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV.1215	0	0	0	0	0	0	0	5	0	0	0	0	0	0
